q0,q1,q2,q3,q4,q5
-0.989019999214381,0.3383561389637924,0.6052245928586103,1.1155833646321558,-0.3639654628944272,-0.0880283396404192
-1.0013175383992878,0.326058785057615,0.6054847467286449,1.1001366987235854,-0.3615767997234137,-0.0852231401631816
-1.014288812733803,0.3130877061525424,0.6057591534344635,1.0838437690535925,-0.3590572708308367,-0.0822642545328803
-1.0279237799879546,0.2994529443272469,0.6060476005331575,1.0667171894442609,-0.3564088268105939,-0.0791539734889751
-1.0422103276653227,0.2851666118956578,0.6063498317854282,1.0487721741333915,-0.3536338203833128,-0.0758950600207203
-1.0571343592641358,0.2702428051471638,0.6066655489804355,1.0300264294238526,-0.3507349896410712,-0.072490729690092
-1.0726798805383797,0.2546975180868054,0.606994413760648,1.0105000453329174,-0.3477154412921164,-0.0689446309547112
-1.0888290857588911,0.2385485561754776,0.6073360494466928,0.9902153872416184,-0.3445786339055849,-0.0652608254907707
-1.1055624439744691,0.2218154500701228,0.607690042862205,0.9691969875440838,-0.3413283611562217,-0.061443768515959
-1.1228587852729712,0.2045193693639306,0.6080559461586764,0.9474714372968864,-0.3379687350691002,-0.0574982891123861
-1.1406953870424146,0.1866830363265369,0.6084332786403067,0.925067277868392,-0.3345041692643417,-0.053429570549509
-1.1590480602320845,0.1683306396442169,0.608821528588852,0.902014892588096,-0.3309393622018347,-0.0492431306070561
-1.1778912356136286,0.1494877481600884,0.6092201550884745,0.8783463983959781,-0.3272792804259551,-0.0449448018979531
